,title,without_stopwords,date,source,numPunct,numWords,isCap,class
1051,"""Our tax code has nearly doubled since 1985.""","""our tax code nearly doubled since 1985.""",9/8/2017,Politifact,3,7,False,Real
1052,"""One in 10 babies born in this country is born in Texas.""","""one 10 babies born country born texas.""",10/3/2017,Politifact,3,7,False,Real
1053,"""I personally am pro-choice. I always have been. And I made no qualms about that when I was elected governor.""","""i personally pro-choice. always been. made qualms elected governor.""",9/28/2017,Politifact,6,9,False,Real
1054,"90 percent of Americans ""support universal background checks"" for gun purchases.","90 percent americans ""support universal background checks"" gun purchases.",10/2/2017,Politifact,3,9,False,Real
1055,"Some states hit hardest by opioid deaths ""have more opioid prescriptions than residents.""","states hit hardest opioid deaths ""have opioid prescriptions residents.""",9/19/2013,Politifact,3,9,False,Real
1056,"While Mayor Rick Kriseman said he would dip into reserves this year because of Hurricane Irma, he ""went into the emergency reserves before Irma ever hit.""","mayor rick kriseman said dip reserves year hurricane irma, ""went emergency reserves irma ever hit.""",9/26/2017,Politifact,4,15,False,Real
1057,"Florida’s coastal and stormwater infrastructure are ""two of the most critical areas during a storm, and received D-plus and D ratings, respectively, by the American Society of Civil Engineers in 2016.""","florida’s coastal stormwater infrastructure ""two critical areas storm, received d-plus ratings, respectively, american society civil engineers 2016.""",9/18/2017,Politifact,7,17,False,Real
1058,"""Ronald Reagan was a verified Democrat until his mid-50s.""","""ronald reagan verified democrat mid-50s.""",8/6/2017,Politifact,4,5,False,Real
1059,"""Seventy-six percent of the American people support us passing the DREAM Act … with citizenship and legalization as part of it all. … More than 60 percent of Republicans support that.""","""seventy-six percent american people support us passing dream act … citizenship legalization part all. … 60 percent republicans support that.""",9/18/2017,Politifact,5,20,False,Real
1060,"""Nearly 2/3 of rural Missourians don’t have access to broadband. That needs to change.""","""nearly 2/3 rural missourians don’t access broadband. needs change.""",9/8/2017,Politifact,5,9,False,Real
1061,"""No court has held (Deferred Action for Childhood Arrivals) unconstitutional.""","""no court held (deferred action childhood arrivals) unconstitutional.""",9/6/2017,Politifact,5,8,False,Real
1062,"Rescinding the Deferred Action for Childhood Arrivals program ""will harm our economy.""","rescinding deferred action childhood arrivals program ""will harm economy.""",9/5/2017,Politifact,3,9,False,Real
1063,"""I think what the authors of the (25th) Amendment principally had in mind was some kind of physical incapacitation or serious mental illness or a breakdown, an inability to function in office.""","""i think authors (25th) amendment principally mind kind physical incapacitation serious mental illness breakdown, inability function office.""",8/20/2017,Politifact,6,17,False,Real
1064,"""I'm the only candidate who has not accepted money from Carl Paladino nor LPCiminelli; two of the biggest developers in the city of Buffalo.""","""i'm candidate accepted money carl paladino lpciminelli; two biggest developers city buffalo.""",8/17/2017,Politifact,5,12,False,Real
1065,"""It costs us about $33,000 a year (on average nationally) to lock somebody up. In California it costs about $75,000 a year.""","""it costs us $33,000 year (on average nationally) lock somebody up. california costs $75,000 year.""",7/18/2017,Politifact,10,15,False,Real
1066,"Says his time away from Washington coincides with a ""long planned renovation"" for the White House.","says time away washington coincides ""long planned renovation"" white house.",8/7/2017,Politifact,3,10,False,Real
1067,The new tax will make soda sold in Chicago among the most expensive in the country.,new tax make soda sold chicago among expensive country.,8/3/2017,Politifact,1,9,False,Real
1068,"Says transgender residents make up ""about 1-in-300 people, we're all over the place, we're your friends and your neighbors.""","says transgender residents make ""about 1-in-300 people, we're place, we're friends neighbors.""",7/19/2017,Politifact,9,12,False,Real
1069,"The Inland Empire is ""the second fastest growing region"" for jobs in California.","inland empire ""the second fastest growing region"" jobs california.",7/12/2017,Politifact,3,9,False,Real
1070,"""We have been able to cut New York’s uninsured rate in half since 2013 from 10 percent to 5 percent of our population.""","""we able cut new york’s uninsured rate half since 2013 10 percent 5 percent population.""",7/17/2017,Politifact,3,15,False,Real
1071,"""We now have about one-third of New York’s population on Medicaid.""","""we one-third new york’s population medicaid.""",7/15/2017,Politifact,4,6,False,Real
1072,Says President Richard Nixon held meetings with heads of state without an American interpreter.,says president richard nixon held meetings heads state without american interpreter.,7/18/2017,Politifact,1,11,False,Real
1073,"""One"" Texas school ""district alone -- Austin ISD -- is expected to lose more than $530 million in local property taxes to Robin Hood this year.""","""one"" texas school ""district alone -- austin isd -- expected lose $530 million local property taxes robin hood year.""",7/16/2017,Politifact,10,19,False,Real
1074,"""I helped win one of the biggest private lawsuits against Medicare fraud in history. The government declined to pursue the case, so my firm did, and we recovered $324 million for taxpayers.""","""i helped win one biggest private lawsuits medicare fraud history. government declined pursue case, firm did, recovered $324 million taxpayers.""",6/12/2017,Politifact,7,20,False,Real
1075,"Tax cuts approved and those proposed in his state budget ""will exceed $8 billion by the time the budget is done.""","tax cuts approved proposed state budget ""will exceed $8 billion time budget done.""",5/17/2017,Politifact,4,13,False,Real
1076,"The New York State Senate ""passed legislation allowing minors to race snowmobiles, get their own hunting licenses, and not be employed gathering or picking rags, cigar stumps, or collecting bones.""","new york state senate ""passed legislation allowing minors race snowmobiles, get hunting licenses, employed gathering picking rags, cigar stumps, collecting bones.""",6/21/2017,Politifact,7,21,False,Real
1077,"""Seven years later, (Scott Walker) has not hit his first campaign promise of creating 250,000 jobs.""","""seven years later, (scott walker) hit first campaign promise creating 250,000 jobs.""",6/2/2017,Politifact,7,12,False,Real
1078,"Says Jon Ossoff ""doesn't even live in (his) district.""","says jon ossoff ""doesn't even live (his) district.""",6/20/2017,Politifact,6,8,False,Real
1079,"""There are currently 6 million jobs available in this country that are due in part to the skills gap.""","""there currently 6 million jobs available country due part skills gap.""",6/12/2017,Politifact,3,11,False,Real
1080,"Says each of the past three years ""has been the hottest on record.""","says past three years ""has hottest record.""",6/3/2017,Politifact,3,7,False,Real
1081,"Says the Senate Intelligence Committee has held 10 public hearings this year, ""more than double that held by the committee in any recent year.""","says senate intelligence committee held 10 public hearings year, ""more double held committee recent year.""",6/13/2017,Politifact,4,15,False,Real
1082,"""How many federal rulings have NOW found intentional discrimination by #Txlege since 2011? 6.""","""how many federal rulings found intentional discrimination #txlege since 2011? 6.""",4/20/2017,Politifact,5,11,False,Real
1083,"For 22 percent of N.H. Meals on Wheels recipients, the delivery driver is ""the only human contact in their life from week to week.""","22 percent n.h. meals wheels recipients, delivery driver ""the human contact life week week.""",6/5/2017,Politifact,6,14,False,Real
1084,"""The waiting list for Pre-K is over in the House budget.""","""the waiting list pre-k house budget.""",6/1/2017,Politifact,4,6,False,Real
1085,"""Texas leads the country in animal deaths by sodium cyanide M-44s.""","""texas leads country animal deaths sodium cyanide m-44s.""",4/26/2017,Politifact,4,8,False,Real
1086,"""Syria and Nicaragua are the only nations that didn't sign the Paris Agreement. Nicaragua said it wasn't tough enough.""","""syria nicaragua nations sign paris agreement. nicaragua said tough enough.""",6/1/2017,Politifact,6,10,False,Real
1087,"""Many of the countries in question (in Trump’s travel ban) don't even have a U.S. embassy there to help us vet.""","""many countries question (in trump’s travel ban) even u.s. embassy help us vet.""",5/28/2017,Politifact,8,13,False,Real
1088,"""Due to the recent downturn in steel production, more than 13,600 Americans have been laid off and the steel industry is facing billions in losses.""","""due recent downturn steel production, 13,600 americans laid steel industry facing billions losses.""",4/5/2017,Politifact,5,13,False,Real
1089,"""President Obama became the first president since Carter to leave the White House with a smaller federal prison population than when he took office.""","""president obama became first president since carter leave white house smaller federal prison population took office.""",5/18/2017,Politifact,3,16,False,Real
1090,"The federal tax code includes ""deductions for birds flying across America.""","federal tax code includes ""deductions birds flying across america.""",5/11/2017,Politifact,3,9,False,Real
1091,"""Planned Parenthood is the biggest abortion provider in the country.""","""planned parenthood biggest abortion provider country.""",4/30/2017,Politifact,3,6,False,Real
1092,"In some cases, a sex offender ""who appears on the New York State Sex Offender Registry"" would be able to drive for Uber or Lyft when ride-hailing is allowed upstate in July","cases, sex offender ""who appears new york state sex offender registry"" able drive uber lyft ride-hailing allowed upstate july",4/27/2017,Politifact,4,19,False,Real
1093,"""General Flynn got his clearance from the Obama administration.""","""general flynn got clearance obama administration.""",4/30/2017,Politifact,3,6,False,Real
1094,"""China account(s) for 90 percent of North Korean trade.""","""china account(s) 90 percent north korean trade.""",4/28/2017,Politifact,5,7,False,Real
1095,"The estimated price of President Trump’s border wall is the same as the cost of ""one and a half aircraft carriers.""","estimated price president trump’s border wall cost ""one half aircraft carriers.""",4/24/2017,Politifact,3,11,False,Real
1096,"""There's no real evidence in the last 20 years that"" growth from tax cuts has made up lost revenue.","""there's real evidence last 20 years that"" growth tax cuts made lost revenue.",4/26/2017,Politifact,4,13,False,Real
1097,"""We're experiencing a net outflow of illegal, undocumented workers from America back to Mexico.""","""we're experiencing net outflow illegal, undocumented workers america back mexico.""",2/16/2017,Politifact,5,10,False,Real
1098,"Illegal immigration on the U.S.-Mexico border is ""the lowest in 17 years.""","illegal immigration u.s.-mexico border ""the lowest 17 years.""",4/21/2017,Politifact,6,8,False,Real
1099,"""Missouri is actually the only state that has been forced to borrow money from the federal government to pay for unemployment benefits during each of the last five economic downturns.""","""missouri actually state forced borrow money federal government pay unemployment benefits last five economic downturns.""",2/24/2017,Politifact,3,15,False,Real
1100,"""Trump looking to open up E Coast & new areas for offshore oil drilling when Congress has passed no new safety standards since BP""","""trump looking open e coast & new areas offshore oil drilling congress passed new safety standards since bp""",4/20/2017,Politifact,3,18,False,Real
1101,"Says Milwaukee County Sheriff David A. Clarke Jr. has said Black Lives Matter ""is a terrorist movement, a hate group and calls it, Black LIES Matter.""","says milwaukee county sheriff david a. clarke jr. said black lives matter ""is terrorist movement, hate group calls it, black lies matter.""",4/5/2017,Politifact,7,22,False,Real
1102,"Says a Texas Senate committee considering ""private school voucher"" legislation randomly called people to testify regardless of when the people submitted requests to testify.","says texas senate committee considering ""private school voucher"" legislation randomly called people testify regardless people submitted requests testify.",4/3/2017,Politifact,3,18,False,Real
1103,"""More than 20 million people are at risk of dying from starvation within 6 months in 4 nations.""","""more 20 million people risk dying starvation within 6 months 4 nations.""",4/7/2017,Politifact,3,12,False,Real
1104,"House Bill 991 ""could lead to the opening of as many as 2,000 new liquor stores.""","house bill 991 ""could lead opening many 2,000 new liquor stores.""",3/31/2017,Politifact,4,11,False,Real
1105,"""75 percent of the town boards in Wisconsin have no women on them at all.""","""75 percent town boards wisconsin women all.""",4/2/2017,Politifact,3,7,False,Real
1106,"""There are no federal or state laws that say prosecutors must seek death sentences. And the United States Supreme Court has banned all state laws that make executions mandatory for murders.""","""there federal state laws say prosecutors must seek death sentences. united states supreme court banned state laws make executions mandatory murders.""",4/4/2017,Politifact,4,21,False,Real
1107,"Says President Donald Trump ""had a different opinion"" in 2013 than he does now about whether (Barack) Obama should have intervened in Syria after Obama's red line was crossed.","says president donald trump ""had different opinion"" 2013 whether (barack) obama intervened syria obama's red line crossed.",4/4/2017,Politifact,6,17,False,Real
1108,"""Afghanistan has more hectares (of opium poppies) planted today than they had before we started this war.""","""afghanistan hectares (of opium poppies) planted today started war.""",3/28/2017,Politifact,5,9,False,Real
1109,"In New York state, ""you cannot charge an older person even one dollar more than a younger person"" for health insurance.","new york state, ""you cannot charge older person even one dollar younger person"" health insurance.",3/16/2017,Politifact,4,15,False,Real
1110,"""2.1 million jobs have been created in the last six or seven years"" in California","""2.1 million jobs created last six seven years"" california",3/26/2017,Politifact,3,9,False,Real
1111,"""More than half of Planned Parenthood facilities are in rural or medically underserved areas.""","""more half planned parenthood facilities rural medically underserved areas.""",3/16/2017,Politifact,3,9,False,Real
1112,"""South Florida ranks No. 1 in the gap between wages and housing.""","""south florida ranks no. 1 gap wages housing.""",3/16/2017,Politifact,4,8,False,Real
1113,"The GOP’s Obamacare replacement would reduce subsidies that help lower-income people buy health insurance, but also ""expand the entitlement"" by giving subsidies to higher-income people ""that Obamacare never helped.""","gop’s obamacare replacement reduce subsidies help lower-income people buy health insurance, also ""expand entitlement"" giving subsidies higher-income people ""that obamacare never helped.""",3/21/2017,Politifact,8,22,False,Real
1114,"Small businesses ""create two out of every three American jobs.""","small businesses ""create two every three american jobs.""",2/14/2017,Politifact,3,8,False,Real
1115,"""The average margin of victory in the House of Representatives was 37%"" for Democrats and Republicans in the 2016 election.","""the average margin victory house representatives 37%"" democrats republicans 2016 election.",2/23/2017,Politifact,4,11,False,Real
1116,"""Texas legislators have filed voucher proposals in every legislative session since 1995, but all of them have failed to become law.""","""texas legislators filed voucher proposals every legislative session since 1995, failed become law.""",1/23/2017,Politifact,4,13,False,Real
1117,"""One-third of the counties — think of it, one-third — only have one insurer left"" on the Affordable Care Act exchanges.","""one-third counties — think it, one-third — one insurer left"" affordable care act exchanges.",3/13/2017,Politifact,6,14,False,Real
1118,"Says condoms ""used to be tax-exempt here in Texas.""","says condoms ""used tax-exempt texas.""",2/27/2017,Politifact,4,5,False,Real
1119,"""Florida is now the only state in the nation to tax commercial leases.""","""florida state nation tax commercial leases.""",3/7/2017,Politifact,3,6,False,Real
1120,"Says 70 percent of benefits in Donald Trump’s proposal for child care ""go to the people making over $100,000 a year.""","says 70 percent benefits donald trump’s proposal child care ""go people making $100,000 year.""",3/5/2017,Politifact,5,14,False,Real
1121,"""Most U.S. foreign assistance ... is given to U.S. companies and nonprofits in the form of contracts and grants.""","""most u.s. foreign assistance ... given u.s. companies nonprofits form contracts grants.""",2/24/2017,Politifact,10,12,False,Real
1122,"Says HB2 has hurt North Carolina’s economy by ""one-tenth of 1 percent of our annual GDP.""","says hb2 hurt north carolina’s economy ""one-tenth 1 percent annual gdp.""",3/6/2017,Politifact,4,11,False,Real
1123,"""I’ve given the religious schools in my budget more money than ever before in history.""","""i’ve given religious schools budget money ever history.""",3/1/2017,Politifact,3,8,False,Real
1124,"""Just last year, over 5,000 refugees came to New York state, and 94 percent settled outside of New York City.""","""just last year, 5,000 refugees came new york state, 94 percent settled outside new york city.""",3/1/2017,Politifact,6,16,False,Real
1125,"""We have one of the most expensive General Assemblies, per capita, in the entire country.""","""we one expensive general assemblies, per capita, entire country.""",6/7/2013,Politifact,5,9,False,Real
1126,"Says TriMet spends ""$10.3 million in police contracts"" a year for 56 transit police who must respond to non-transit calls","says trimet spends ""$10.3 million police contracts"" year 56 transit police must respond non-transit calls",6/13/2013,Politifact,5,15,False,Real
1127,Says the 2014-15 Texas budget increases spending by less than the rate of inflation and population growth.,says 2014-15 texas budget increases spending less rate inflation population growth.,6/10/2013,Politifact,2,11,False,Real
1128,"Proposed cuts in the House farm bill mean ""2 million less people on food stamps, 210,000 children will not receive school lunches or breakfasts.""","proposed cuts house farm bill mean ""2 million less people food stamps, 210,000 children receive school lunches breakfasts.""",6/17/2013,Politifact,5,18,False,Real
1129,"The state GOP ticket ""says their top priority is a career-long mission to outlaw abortion in all cases and ban some common forms of birth control.""","state gop ticket ""says top priority career-long mission outlaw abortion cases ban common forms birth control.""",6/12/2013,Politifact,4,16,False,Real
1130,"Says the Obama administration plans to reduce the number of beds devoted to holding individuals violating immigration laws and to ""release hundreds of dangerous criminals into our communities.""","says obama administration plans reduce number beds devoted holding individuals violating immigration laws ""release hundreds dangerous criminals communities.""",6/5/2013,Politifact,3,18,False,Real
1131,"The Foreign Intelligence Surveillance Court ""is transparent.""","foreign intelligence surveillance court ""is transparent.""",6/17/2013,Politifact,3,6,False,Real
1132,"""In the past four years, (the U.S. Senate) has only passed nine out of 48 appropriation bills.""","""in past four years, (the u.s. senate) passed nine 48 appropriation bills.""",5/2/2013,Politifact,8,12,False,Real
1133,"On immigration reform, Marco Rubio ""all along has been saying, 'We have to have border security first' "" and then ""he gets on Spanish TV, he ends up saying, 'No, no. That will never get in the way.' ""","immigration reform, marco rubio ""all along saying, 'we border security first' "" ""he gets spanish tv, ends saying, 'no, no. never get way.' """,6/16/2013,Politifact,15,24,False,Real
1134,"""Since Newtown, more people have died at the end of a gun than we have lost in Afghanistan.""","""since newtown, people died end gun lost afghanistan.""",6/20/2013,Politifact,4,8,False,Real
1135,"Twenty-seven percent of Californians, almost 11 million, ""were born in a foreign land.""","twenty-seven percent californians, almost 11 million, ""were born foreign land.""",1/24/2017,Politifact,6,10,False,Real
1136,"""The exodus of citizens from New York State has been growing.""","""the exodus citizens new york state growing.""",1/10/2017,Politifact,3,7,False,Real
1137,"California has ""the highest poverty rate in the nation"" when considering the U.S. Census Bureau’s Supplemental Poverty Measure.","california ""the highest poverty rate nation"" considering u.s. census bureau’s supplemental poverty measure.",1/17/2017,Politifact,5,13,False,Real
1138,"The uninsured rate in California reached ""a historic low of 7.4 percent in 2016.""","uninsured rate california reached ""a historic low 7.4 percent 2016.""",1/13/2017,Politifact,4,10,False,Real
1139,"""House Bill 6627 also requires the applicant to attest to their eligibility to vote, as is required by the National Voter Registration Act and used by all other states that have (automatic voter registration).""","""house bill 6627 also requires applicant attest eligibility vote, required national voter registration act used states (automatic voter registration).""",11/25/2016,Politifact,6,19,False,Real
1140,"""By funding the authorization that’s already happened a decade ago (in the Secure Fence Act of 2006), we could start the process of meeting Mr. Trump’s campaign pledge to secure the border.""","""by funding authorization that’s already happened decade ago (in secure fence act 2006), could start process meeting mr. trump’s campaign pledge secure border.""",1/5/2017,Politifact,7,23,False,Real
1141,"The federal government is prohibited ""from negotiating lower prescription drug prices for our senior citizens.""","federal government prohibited ""from negotiating lower prescription drug prices senior citizens.""",1/5/2017,Politifact,3,11,False,Real
1142,"Wisconsin property taxes, as a percentage of personal income, ""are the lowest that they've been since the end of World War II.""","wisconsin property taxes, percentage personal income, ""are lowest they've since end world war ii.""",1/10/2017,Politifact,6,14,False,Real
1143,"""I have never once raised the county tax levy -- not for seven straight years.""","""i never raised county tax levy -- seven straight years.""",1/10/2017,Politifact,5,10,False,Real
1144,"""More college graduates are living at home than in decades.""","""more college graduates living home decades.""",1/9/2017,Politifact,3,6,False,Real
1145,"In New York, ""Average college debt - $30,000 per student.""","new york, ""average college debt - $30,000 per student.""",1/3/2017,Politifact,7,9,False,Real
1146,"""Jackie Evancho’s album sales have skyrocketed after announcing her inauguration performance.""","""jackie evancho’s album sales skyrocketed announcing inauguration performance.""",1/4/2017,Politifact,3,8,False,Real
1147,"""Unlike California, we in Florida welcome driverless cars - no permit required.""","""unlike california, florida welcome driverless cars - permit required.""",12/22/2016,Politifact,5,9,False,Real
1148,"""The causation standard in Indiana is exactly the same as it is in Illinois.""","""the causation standard indiana exactly illinois.""",11/28/2016,Politifact,3,6,False,Real
1149,"""On Oct. 7, the Access Hollywood tape comes out. One hour later, WikiLeaks starts dropping my emails.""","""on oct. 7, access hollywood tape comes out. one hour later, wikileaks starts dropping emails.""",12/18/2016,Politifact,7,15,False,Real
1150,"""In Austin, Texas, the average homeowner is paying about $1,300 to $1,400 just for recapture,"" meaning funds spent in non-Austin school districts.","""in austin, texas, average homeowner paying $1,300 $1,400 recapture,"" meaning funds spent non-austin school districts.",11/29/2016,Politifact,11,15,False,Real
1151,"Social Security ""was basically invented"" at the University of Wisconsin-Madison; ""that's where Franklin Roosevelt got the idea.""","social security ""was basically invented"" university wisconsin-madison; ""that's franklin roosevelt got idea.""",10/7/2016,Politifact,8,12,False,Real
1152,"""We adopted the modern Social Security system at a time when the average person died before they were old enough to get Social Security.""","""we adopted modern social security system time average person died old enough get social security.""",12/2/2016,Politifact,3,15,False,Real
1153,"Says Donald Trump ""thinks stop-and-frisk is fine.""","says donald trump ""thinks stop-and-frisk fine.""",11/18/2016,Politifact,5,6,False,Real
1154,"Even ""though men comprise 49% of the population, they hold 80% of the lawmaking power in the Legislature (144 of 181 seats).""","even ""though men comprise 49% population, hold 80% lawmaking power legislature (144 181 seats).""",11/30/2016,Politifact,8,14,False,Real
1155,"""We spend less than 2 percent more every year. That is the lowest increase in spending since they have been keeping numbers.""","""we spend less 2 percent every year. lowest increase spending since keeping numbers.""",11/16/2016,Politifact,4,13,False,Real
1156,Hillary Clinton in 2005 co-sponsored legislation that would jail flag burners.,hillary clinton 2005 co-sponsored legislation jail flag burners.,11/29/2016,Politifact,2,8,False,Real
1157,"Texas spends ""more per day to house an inmate than we do on a student.""","texas spends ""more per day house inmate student.""",10/17/2016,Politifact,3,8,False,Real
1158,"Says John Bolton supported the Iraq War and said last year that ""I still think the decision to overthrow Saddam was correct.""","says john bolton supported iraq war said last year ""i still think decision overthrow saddam correct.""",11/15/2016,Politifact,3,16,False,Real
1159,"Financial conflict-of-interest ""laws don't apply to the president, right? So, the president doesn't have to have a blind trust.""","financial conflict-of-interest ""laws apply president, right? so, president blind trust.""",11/13/2016,Politifact,10,10,False,Real
1160,Newt Gingrich has been a proponent of selecting a president by popular vote instead of the Electoral College.,newt gingrich proponent selecting president popular vote instead electoral college.,11/10/2016,Politifact,1,10,False,Real
1161,"""I was the first member of Congress to contribute to Donald Trump.""","""i first member congress contribute donald trump.""",11/9/2016,Politifact,3,7,False,Real
1162,"""Surveys show that many of our citizens think we devote a full quarter or even a third of our federal budget to foreign aid.""","""surveys show many citizens think devote full quarter even third federal budget foreign aid.""",10/26/2016,Politifact,3,14,False,Real
1163,"""Spanish was the first European language spoken in this country.""","""spanish first european language spoken country.""",11/3/2016,Politifact,3,6,False,Real
1164,"Under Donald Trump's tax plan, ""51 percent of single parents would see their taxes go up.""","donald trump's tax plan, ""51 percent single parents see taxes go up.""",11/4/2016,Politifact,5,12,False,Real
1165,"Says Richard Burr ""was one of only three senators who voted against a ban on insider trading for members of Congress. And he called that vote brave.""","says richard burr ""was one three senators voted ban insider trading members congress. called vote brave.""",10/13/2016,Politifact,4,16,False,Real
1166,"Says Russ Feingold said that with Obamacare, ""we could keep our doctors and our plans, it was rated as the Lie of the Year.""","says russ feingold said obamacare, ""we could keep doctors plans, rated lie year.""",10/28/2016,Politifact,5,13,False,Real
1167,"Says Donald Trump ""wants to undo marriage equality.""","says donald trump ""wants undo marriage equality.""",11/2/2016,Politifact,3,7,False,Real
1168,"""Wisconsin is one of several states where you can change your early ballot if you think you've made a mistake.""","""wisconsin one several states change early ballot think made mistake.""",11/1/2016,Politifact,4,10,False,Real
1169,"Says of Donald Trump, ""He even said, on his very first day in office, he would require every school in America to let people carry guns into our classrooms.""","says donald trump, ""he even said, first day office, require every school america let people carry guns classrooms.""",10/31/2016,Politifact,6,18,False,Real
1170,"""Several elected state officials have opened their homes to children in need of loving families.""","""several elected state officials opened homes children need loving families.""",10/17/2016,Politifact,3,10,False,Real
1171,"Says Donald Trump ""was asked if he would defend our allies. He said well, first he'd want to know if they made any payments to us to defend them.""","says donald trump ""was asked defend allies. said well, first he'd want know made payments us defend them.""",10/25/2016,Politifact,6,18,False,Real
1172,"Department of Veterans Affairs doctors ""are prohibited from recommending medical marijuana.""","department veterans affairs doctors ""are prohibited recommending medical marijuana.""",10/14/2016,Politifact,3,9,False,Real
1173,"""We’re already bombing seven countries.""","""we’re already bombing seven countries.""",10/17/2016,Politifact,3,5,False,Real
1174,"Says Ted Strickland ""in this campaign bragged about his A-plus rating with the NRA. ... He has said he has a mixed and spotty record on this issue and that he can be criticized for it. Those are his words, not mine. So I don’t know where he is on this issue.""","says ted strickland ""in campaign bragged a-plus rating nra. ... said mixed spotty record issue criticized it. words, mine. don’t know issue.""",10/20/2016,Politifact,11,22,False,Real
1175,"""Zephyr Teachout says she is against Super PACs despite taking money from Super PAC donors""","""zephyr teachout says super pacs despite taking money super pac donors""",9/21/2016,Politifact,2,11,False,Real
1176,"Says Donald Trump ""used undocumented labor to build the Trump Tower.""","says donald trump ""used undocumented labor build trump tower.""",10/20/2016,Politifact,3,9,False,Real
1177,"""We have 17 intelligence agencies, civilian and military, who have all concluded that these espionage attacks, these cyberattacks, come from the highest levels of the Kremlin, and they are designed to influence our election.""","""we 17 intelligence agencies, civilian military, concluded espionage attacks, cyberattacks, come highest levels kremlin, designed influence election.""",10/19/2016,Politifact,8,17,False,Real
1178,"""Heroin .. pours across our southern borders.""","""heroin .. pours across southern borders.""",10/19/2016,Politifact,5,6,False,Real
1179,"Says Warren Buffett has publicly said his secretary ""should not be paying a higher tax rate"" than him.","says warren buffett publicly said secretary ""should paying higher tax rate"" him.",10/9/2016,Politifact,3,12,False,Real
1180,"""Marco Rubio made it clear: Not only does he think Donald Trump is a con man, he went on to say he doesn't trust Donald Trump with the nuclear codes.""","""marco rubio made clear: think donald trump con man, went say trust donald trump nuclear codes.""",10/17/2016,Politifact,6,16,False,Real
1181,Says over 90 percent of Travis County’s eligible residents have registered to vote.,says 90 percent travis county’s eligible residents registered vote.,10/10/2016,Politifact,1,9,False,Real
1182,"""We've had Muslims in America since George Washington.""","""we've muslims america since george washington.""",10/9/2016,Politifact,4,6,False,Real
1183,"""Refugees are subject to more rigorous screening than the average tourist in the U.S.""","""refugees subject rigorous screening average tourist u.s.""",9/20/2016,Politifact,4,7,False,Real
1184,"Says Donald Trump’s tax plan gives the wealthy and corporations ""more than the Bush tax cuts by at least a factor of two.""","says donald trump’s tax plan gives wealthy corporations ""more bush tax cuts least factor two.""",10/9/2016,Politifact,3,15,False,Real
1185,"Says Paul Ryan ""is still endorsing Trump.""","says paul ryan ""is still endorsing trump.""",10/10/2016,Politifact,3,7,False,Real
1186,"""You can look at the propaganda on a lot of the terrorists' sites and what Donald Trump says about Muslims is used to recruit fighters.""","""you look propaganda lot terrorists' sites donald trump says muslims used recruit fighters.""",10/9/2016,Politifact,4,13,False,Real
1187,"""Right now we are at 90 percent health insurance covered. That's the highest we've ever been in our country.""","""right 90 percent health insurance covered. that's highest we've ever country.""",10/9/2016,Politifact,6,11,False,Real
1188,"""Repeated requests for additional security in Benghazi were routinely denied"" by Hillary ""Clinton’s State Department.""","""repeated requests additional security benghazi routinely denied"" hillary ""clinton’s state department.""",9/26/2016,Politifact,5,11,False,Real
1189,"Says Rep. John Katko ""promised he wouldn’t vote to defund Planned Parenthood and since he’s been in office he’s done that four times""","says rep. john katko ""promised wouldn’t vote defund planned parenthood since he’s office he’s done four times""",9/10/2016,Politifact,3,17,False,Real
1190,"Says Philando Castile ""had been stopped by police 40 or 50 times before that fatal incident.""","says philando castile ""had stopped police 40 50 times fatal incident.""",10/4/2016,Politifact,3,11,False,Real
1191,"""Richard Nixon released tax returns when he was under audit.""","""richard nixon released tax returns audit.""",10/4/2016,Politifact,3,6,False,Real
1192,"Says Senate candidate Katie McGinty ""made thousands from companies she previously regulated.""","says senate candidate katie mcginty ""made thousands companies previously regulated.""",9/21/2016,Politifact,3,10,False,Real
1193,"Even our attorney general who is a strong Democrat, she has said that we need causation in our workers’ comp system. That’s the No. 1 thing pushing our manufacturing jobs out of Illinois.","even attorney general strong democrat, said need causation workers’ comp system. that’s no. 1 thing pushing manufacturing jobs illinois.",9/19/2016,Politifact,4,19,False,Real
1194,"""Undocumented immigrants pay $12 billion of taxes every single year.""","""undocumented immigrants pay $12 billion taxes every single year.""",10/2/2016,Politifact,4,9,False,Real
1195,"Says Donald Trump ""started his career back in 1973 being sued by the Justice Department for racial discrimination because he would not rent apartments in one of his developments to African-Americans.""","says donald trump ""started career back 1973 sued justice department racial discrimination rent apartments one developments african-americans.""",9/27/2016,Politifact,4,17,False,Real
1196,"According to ""independent experts,"" Donald Trump's tax plan ""would blow up the debt by over $5 trillion and would in some instances disadvantage middle-class families compared to the wealthy.""","according ""independent experts,"" donald trump's tax plan ""would blow debt $5 trillion instances disadvantage middle-class families compared wealthy.""",9/26/2016,Politifact,9,18,False,Real
1197,"""In Chicago, they've had thousands of shootings, thousands since Jan. 1. Thousands of shootings.""","""in chicago, they've thousands shootings, thousands since jan. 1. thousands shootings.""",9/26/2016,Politifact,8,11,False,Real
1198,"""The gun epidemic is the leading cause of death of young African-American men, more than the next nine causes put together.""","""the gun epidemic leading cause death young african-american men, next nine causes put together.""",9/26/2016,Politifact,5,14,False,Real
1199,"""Most private sector jobs in the history of Buffalo exist in Buffalo today""","""most private sector jobs history buffalo exist buffalo today""",9/23/2016,Politifact,2,9,False,Real
